pfam_id,primary_role,resistant,reason
PF00432,core,no,"Involved in the biosynthesis of terpenes and prenylation, which are essential for cellular functions but not directly related to resistance."
PF00436,other,no,"SSB is involved in DNA replication and repair, not directly related to biosynthetic gene clusters or resistance."
PF00437,transport,yes,"Type II and Type IV secretion systems are involved in the export of proteins, including effector proteins that can confer resistance during infection."
PF00438,other,no,S-adenosylmethionine synthetase is involved in methylation reactions but does not directly participate in biosynthetic backbone assembly or resistance.
PF00440,regulation,no,"TetR_N is a transcriptional regulator domain, which is involved in the regulation of gene expression."
PF00441,other,no,"The domain is related to Acyl-CoA dehydrogenase, which is not directly involved in biosynthetic pathways or resistance."
PF00444,other,no,"Ribosomal_L36 is a ribosomal protein, which is not specific to biosynthetic gene clusters."
PF00445,other,no,Ribonuclease_T2 is not directly involved in biosynthetic processes related to BGCs.
PF00448,other,no,SRP54 is involved in protein targeting and does not directly relate to biosynthetic gene clusters or resistance.
PF00449,other,no,The domain is involved in stabilizing the trimer structure and does not directly relate to biosynthetic functions or resistance.
PF00450,other,no,"Peptidase_S10 is a peptidase domain, which does not directly relate to biosynthetic gene clusters or resistance."
PF00453,other,no,"Ribosomal_L20 is a ribosomal protein domain, which is not specific to biosynthetic gene clusters."
PF00454,other,no,"The domain is related to kinases, which are not directly involved in biosynthetic processes or resistance."
PF00455,regulation,no,"DeoRC is a sensor domain involved in the regulation of gene expression by sensing various sugar derivatives, but it is not directly related to resistance or self-protection."
PF00456,other,no,Transketolase enzymes are involved in general metabolic processes and not specifically in biosynthetic pathways or resistance.
PF00457,other,no,"The domain is a glycoside hydrolase, which is a general metabolic enzyme and not specific to biosynthetic gene clusters."
PF00459,other,no,The domain is not specifically related to biosynthetic functions or resistance.
PF00460,other,no,The domain name and description do not indicate a specific biosynthetic function or resistance.
PF00462,other,no,"Glutaredoxin is a general metabolic enzyme involved in redox reactions, not specific to BGC function."
PF00463,other,no,The ICL domain does not have a specific role in biosynthetic gene clusters and is not known to confer resistance.
PF00464,other,no,SHMT (serine hydroxymethyltransferase) is a general metabolic enzyme and does not directly relate to biosynthetic gene clusters.
PF00465,other,no,Fe-ADH is not specifically related to biosynthetic gene clusters or resistance.
PF00466,other,no,"Ribosomal_L10 is a ribosomal protein, which is not specific to biosynthetic gene clusters."
PF00467,other,no,"The KOW motif is found in ribosomal proteins and NusG, which are not specific to biosynthetic gene clusters."
PF00468,other,no,"Ribosomal_L34 is a ribosomal protein domain, which is not specific to biosynthetic gene clusters."
PF00471,other,no,"Ribosomal_L33 is a ribosomal protein, which is not specific to biosynthetic gene clusters."
PF00472,other,no,The RF-1 domain is involved in peptide chain release and does not directly participate in biosynthetic processes or confer resistance.
PF00474,other,no,The description does not indicate a specific biosynthetic function or resistance role.
PF00475,other,no,The domain IGPD does not have a specific function related to biosynthetic gene clusters or resistance.
PF00476,other,no,"The domain is related to DNA polymerase, which is not specific to biosynthetic gene clusters."
PF00478,other,no,"IMPDH is involved in nucleotide biosynthesis, which is not directly related to BGC function."
PF00479,other,no,The domain is not specific to biosynthetic functions and lacks information on resistance.
PF00480,regulation,no,"The ROK family includes repressor proteins and kinases that are involved in gene regulation, not directly in biosynthetic processes or resistance."
PF00481,other,no,"PP2C is a protein phosphatase involved in signaling pathways, not directly related to biosynthetic gene clusters."
PF00482,other,no,"The domain is involved in the Type II secretion system and related structures, not directly in biosynthesis or resistance."
PF00483,other,no,"NTP_transferase is involved in transferring nucleotides onto phosphosugars, which is not specific to biosynthetic gene clusters."
PF00484,other,no,Carbonic anhydrases are general metabolic enzymes and not specific to BGC function.
PF00485,other,no,"The domain is related to kinases, which are not specific to biosynthetic gene clusters."
PF00486,regulation,no,"Trans_reg_C is a domain associated with transcriptional regulation, not directly involved in biosynthetic processes or resistance."
PF00487,other,no,"FA_desaturase is involved in fatty acid modification, not directly related to biosynthetic pathways or resistance."
PF00488,other,no,MutS_V is involved in DNA mismatch repair and not directly related to biosynthetic processes or resistance.
PF00490,other,no,The domain ALAD does not have a specific role in biosynthetic pathways or resistance based on the provided information.
PF00491,other,no,Arginase is involved in the urea cycle and not directly related to biosynthetic gene clusters or resistance.
PF00494,other,no,The domain SQS_PSY does not have a specific functional role related to biosynthetic gene clusters and is categorized as 'other'.
PF00496,other,no,The domain is not directly related to biosynthetic functions or resistance.
PF00497,transport,no,"This domain is a sensor in solute-binding proteins, involved in the transport of specific solutes."
PF00498,other,no,The FHA domain is involved in phosphopeptide binding and does not directly relate to biosynthetic functions or resistance.
PF00499,tailoring,no,"The domain is related to oxidoreductase activity, which typically involves chemical modifications of compounds."
PF00501,other,no,AMP-binding domains are involved in binding adenosine monophosphate but do not directly relate to biosynthetic gene clusters.
PF00502,other,no,Phycobilisome is not directly involved in biosynthetic processes or resistance.
PF00504,other,no,The domain name and description do not indicate a specific biosynthetic function or resistance.
PF00507,other,no,The domain name and description do not indicate a specific biosynthetic function or resistance.
PF00510,other,no,The description does not provide specific information about a biosynthetic function or resistance.
PF00512,regulation,no,"HisKA is involved in the regulation of histidine kinases, which are not directly related to biosynthetic processes or resistance."
PF00515,other,no,TPR_1 is a domain associated with protein-protein interactions and does not have a specific role in biosynthetic gene clusters.
