pfam_id,clan_id,description
PF00602,,Influenza RNA-dependent RNA polymerase subunit PB1
PF00603,CL0236,Influenza RNA-dependent RNA polymerase subunit PA
PF00604,,Influenza RNA polymerase PB2 CAP binding domain
PF00605,CL0123,Interferon regulatory factor transcription factor
PF00606,,Herpesvirus Glycoprotein B ectodomain
PF00607,CL0148,gag protein p24 N-terminal domain
PF00608,CL0674,Adenoviral fibre protein (repeat/shaft region)
PF00609,CL0701,Diacylglycerol kinase accessory domain
PF00610,CL0123,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
PF00611,CL0145,"Fes/CIP4, and EFC/F-BAR homology domain"
PF00612,CL0220,IQ calmodulin-binding motif
PF00613,CL0020,"Phosphoinositide 3-kinase family, accessory domain (PIK domain)"
PF00614,CL0479,Phospholipase D Active site motif
PF00615,CL0272,Regulator of G protein signaling domain
PF00616,CL0409,GTPase-activator protein for Ras-like GTPase
PF00617,,RasGEF domain
PF00618,CL0542,RasGEF N-terminal motif
PF00619,CL0041,Caspase recruitment domain
PF00620,CL0409,RhoGAP domain
PF00621,CL0852,RhoGEF domain
PF00622,CL0004,SPRY domain
PF00623,,"RNA polymerase Rpb1, domain 2"
PF00624,,Flocculin repeat
PF00625,CL0023,Guanylate kinase
PF00626,CL0092,Gelsolin repeat
PF00627,CL0214,UBA/TS-N domain
PF00628,CL0229,PHD-finger
PF00629,CL0004,"MAM domain, meprin/A5/mu"
PF00630,CL0159,Filamin/ABP280 repeat
PF00631,,GGL domain
PF00632,CL0552,HECT-domain (ubiquitin-transferase)
PF00633,CL0198,Helix-hairpin-helix motif
PF00634,,BRCA2 repeat
PF00635,CL0159,MSP (Major sperm protein) domain
PF00636,CL0539,Ribonuclease III domain
PF00637,CL0020,Region in Clathrin and VPS
PF00638,CL0266,RanBP1 domain
PF00639,CL0487,PPIC-type PPIASE domain
PF00640,CL0266,Phosphotyrosine interaction domain (PTB/PID)
PF00641,CL0167,Zn-finger in Ran binding protein and others
PF00642,CL0537,Zinc finger C-x8-C-x5-C-x3-H type (and similar)
PF00643,CL0782,B-box zinc finger
PF00644,CL0084,Poly(ADP-ribose) polymerase catalytic domain
PF00645,CL0839,Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region
PF00646,CL0271,F-box domain
PF00647,,"Elongation factor 1 gamma, conserved domain"
PF00648,CL0125,Calpain family cysteine protease
PF00649,,Copper fist DNA binding domain
PF00650,CL0512,CRAL/TRIO domain
PF00651,CL0033,BTB/POZ domain
PF00652,CL0066,Ricin-type beta-trefoil lectin domain
PF00653,CL0417,Inhibitor of Apoptosis domain
PF00654,,Voltage gated chloride channel
PF00656,CL0093,Caspase domain
PF00657,CL0264,GDSL-like Lipase/Acylhydrolase
PF00658,CL0828,MLLE domain
PF00659,CL0708,POLO box duplicated region
PF00660,,Seripauperin and TIP1 family
PF00661,CL0844,Paramyxoviridae matrix protein N-terminal domain
PF00662,,"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus"
PF00664,CL0241,ABC transporter transmembrane region
PF00665,CL0219,Integrase core domain
PF00666,CL0320,Cathelicidin
PF00667,CL0105,FAD binding domain
PF00668,CL0149,Condensation domain
PF00669,,Bacterial flagellin N-terminal helical region
PF00670,CL0063,"S-adenosyl-L-homocysteine hydrolase, NAD binding domain"
PF00672,CL0681,HAMP domain
PF00673,,ribosomal L5P family C-terminus
PF00674,CL0123,DUP family
PF00675,CL0094,Insulinase (Peptidase family M16)
PF00676,CL0254,Dehydrogenase E1 component
PF00677,CL0105,Lumazine binding domain
PF00679,CL0437,Elongation factor G C-terminus
PF00680,CL0027,Viral RNA-dependent RNA polymerase
PF00681,,Plectin repeat
PF00682,CL0036,HMGL-like
PF00683,,TB domain
PF00684,,DnaJ central domain
PF00685,CL0023,Sulfotransferase domain
PF00686,CL0369,Starch binding domain
PF00687,,Ribosomal protein L1p/L10e family
PF00688,CL0055,TGF-beta propeptide
PF00689,,"Cation transporting ATPase, C-terminus"
PF00690,,"Cation transporter/ATPase, N-terminus"
PF00691,,OmpA family
PF00692,CL0153,dUTPase
PF00693,CL0023,Thymidine kinase from herpesvirus
PF00694,CL0364,Aconitase C-terminal domain
PF00695,,Major surface antigen from hepadnavirus
PF00696,,Amino acid kinase family
PF00697,CL0036,N-(5'phosphoribosyl)anthranilate (PRA) isomerase
PF00698,CL0323,Acyl transferase domain
PF00699,,Urease beta subunit
PF00700,,Bacterial flagellin C-terminal helical region
PF00701,CL0036,Dihydrodipicolinate synthetase family
PF00702,CL0137,haloacid dehalogenase-like hydrolase
PF00703,CL0159,Glycosyl hydrolases family 2
PF00704,CL0036,Glycosyl hydrolases family 18
PF00705,CL0060,"Proliferating cell nuclear antigen, N-terminal domain"
PF00706,CL0075,Anenome neurotoxin
PF00707,,"Translation initiation factor IF-3, C-terminal domain"
PF00708,CL0622,Acylphosphatase
PF00709,CL0023,Adenylosuccinate synthetase
PF00710,,"Asparaginase, N-terminal"
PF00711,CL0075,Beta defensin
PF00712,CL0060,"DNA polymerase III beta subunit, N-terminal domain"
PF00713,CL0620,Hirudin
PF00714,CL0053,Interferon gamma
PF00715,CL0053,Interleukin 2
PF00716,CL0201,Assemblin (Peptidase family S21)
PF00717,CL0299,Peptidase S24-like
PF00718,CL0055,Polyomavirus coat protein
PF00719,,Inorganic pyrophosphatase
PF00720,,Subtilisin inhibitor-like
PF00721,,Virus coat protein (TMV like)
PF00722,CL0004,Glycosyl hydrolases family 16
PF00723,CL0059,Glycosyl hydrolases family 15
PF00724,CL0036,NADH:flavin oxidoreductase / NADH oxidase family
PF00725,CL0106,"3-hydroxyacyl-CoA dehydrogenase, C-terminal domain"
PF00726,CL0053,Interleukin 10
PF00727,CL0053,Interleukin 4
PF00728,CL0036,"Glycosyl hydrolase family 20, catalytic domain"
PF00729,CL0055,Viral coat protein (S domain)
PF00730,CL0198,HhH-GPD superfamily base excision DNA repair protein
PF00731,CL0224,AIR carboxylase
PF00732,CL0063,GMC oxidoreductase
PF00733,CL0039,Asparagine synthase
PF00734,CL0083,Fungal cellulose binding domain
PF00735,CL0023,Septin
PF00736,,EF-1 guanine nucleotide exchange domain
PF00737,,Photosystem II 10 kDa phosphoprotein
PF00738,CL0055,Polyhedrin
PF00739,,Trans-activation protein X
PF00740,CL0605,Parvovirus coat protein VP2
PF00741,,Gas vesicle protein
PF00742,CL0139,Homoserine dehydrogenase
PF00743,CL0063,Flavin-binding monooxygenase-like
PF00745,,"Glutamyl-tRNAGlu reductase, dimerisation domain"
PF00746,,LPXTG cell wall anchor motif
PF00747,,ssDNA binding protein
PF00748,,Calpain inhibitor
PF00749,CL0039,"tRNA synthetases class I (E and Q), catalytic domain"
PF00750,CL0039,tRNA synthetases class I (R)
PF00751,,DM DNA binding domain
PF00752,CL0280,XPG N-terminal domain
PF00753,CL0381,Metallo-beta-lactamase superfamily
PF00754,CL0202,F5/8 type C domain
PF00755,CL0149,Choline/Carnitine o-acyltransferase
PF00756,CL0028,Putative esterase
PF00757,CL0547,Furin-like cysteine rich region
PF00758,CL0053,Erythropoietin/thrombopoietin
PF00759,CL0059,Glycosyl hydrolase family 9
PF00760,CL0055,Cucumovirus coat protein
PF00761,,Polyomavirus coat protein
PF00762,CL0043,Ferrochelatase
PF00763,CL0603,"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain"
PF00764,CL0039,Arginosuccinate synthase N-terminal HUP domain
PF00765,CL0257,Autoinducer synthase
PF00766,CL0063,Electron transfer flavoprotein FAD-binding domain
PF00767,,Potyvirus coat protein
PF00768,CL0013,D-alanyl-D-alanine carboxypeptidase
PF00769,CL0719,Ezrin/radixin/moesin family C terminal
PF00770,CL0125,Adenovirus endoprotease
PF00771,,FHIPEP family
PF00772,,DnaB-like helicase N terminal domain
PF00773,,RNB domain
PF00775,CL0287,Dioxygenase
PF00777,,Glycosyltransferase family 29 (sialyltransferase)
PF00778,CL0072,DIX domain
PF00779,,BTK motif
PF00780,CL0186,CNH domain
PF00781,CL0240,Diacylglycerol kinase catalytic domain
PF00782,CL0031,"Dual specificity phosphatase, catalytic domain"
PF00784,,MyTH4 domain
PF00786,,P21-Rho-binding domain
PF00787,,PX domain
PF00788,CL0072,Ras association (RalGDS/AF-6) domain
PF00789,CL0072,UBX domain
PF00790,CL0020,VHS domain
PF00791,CL0661,ZU5 domain
PF00792,CL0154,Phosphoinositide 3-kinase C2
PF00793,CL0036,DAHP synthetase I family
PF00794,CL0072,"PI3-kinase family, ras-binding domain"
PF00795,,Carbon-nitrogen hydrolase
PF00796,,Photosystem I reaction centre subunit VIII
PF00797,CL0125,N-acetyltransferase
PF00798,,Arenavirus glycoprotein
PF00799,CL0169,Geminivirus Rep catalytic domain
PF00800,CL0177,Prephenate dehydratase
PF00801,CL0159,PKD domain
PF00802,,Pneumovirus attachment glycoprotein G
PF00803,CL0571,3A/RNA2 movement protein family
PF00804,CL0445,Syntaxin
PF00805,CL0505,Pentapeptide repeats (8 copies)
PF00806,CL0020,Pumilio-family RNA binding repeat
PF00807,,Apidaecin
PF00808,CL0012,Histone-like transcription factor (CBF/NF-Y) and archaeal histone
PF00809,CL0036,Pterin binding enzyme
PF00810,CL0141,ER lumen protein retaining receptor
PF00811,CL0048,Ependymin
PF00812,CL0026,Ephrin
PF00813,,FliP family
PF00814,CL0108,tRNA N6-adenosine threonylcarbamoyltransferase
PF00815,CL0099,Histidinol dehydrogenase
PF00816,CL0786,H-NS histone C-terminal domain
PF00817,,impB/mucB/samB family
PF00818,,Ice nucleation protein repeat (2 copies)
PF00819,CL0075,"Myotoxin, crotamine "
PF00820,,Borrelia lipoprotein
PF00821,CL0374,Phosphoenolpyruvate carboxykinase C-terminal P-loop domain
PF00822,CL0375,PMP-22/EMP/MP20/Claudin family
PF00823,CL0352,PPE family
PF00825,CL0329,Ribonuclease P
PF00827,CL0652,Ribosomal L15
PF00828,CL0588,"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A"
PF00829,,Ribosomal prokaryotic L21 protein
PF00830,,Ribosomal L28 family
PF00831,CL0346,Ribosomal L29 protein
PF00832,,Ribosomal L39 protein
PF00833,,Ribosomal S17
PF00834,CL0036,Ribulose-phosphate 3 epimerase family
PF00835,,SNAP-25 family
PF00836,,Stathmin family
PF00837,CL0172,Iodothyronine deiodinase
PF00838,CL0080,Translationally controlled tumour protein
PF00839,,Cysteine rich repeat
PF00840,CL0004,Glycosyl hydrolase family 7
PF00841,,Sperm histone P2
PF00842,CL0866,"Alanine racemase, C-terminal domain"
PF00843,,Arenavirus nucleocapsid N-terminal domain
PF00844,CL0055,Geminivirus coat protein/nuclear export factor BR1 family
PF00845,CL0571,Geminivirus BL1 movement protein
PF00846,,Hantavirus nucleocapsid protein
PF00847,CL0081,AP2 domain
PF00848,CL0209,Ring hydroxylating alpha subunit (catalytic domain)
PF00849,CL0649,RNA pseudouridylate synthase
PF00850,CL0302,Histone deacetylase domain
PF00851,CL0125,Helper component proteinase
PF00852,CL0113,Glycosyltransferase family 10 (fucosyltransferase) C-term
PF00853,CL0073,Runt domain
PF00854,CL0015,POT family
PF00855,CL0010,PWWP domain
PF00856,CL0489,SET domain
PF00857,,Isochorismatase domain
PF00858,,Amiloride-sensitive sodium channel
PF00859,,CTF/NF-I family transcription modulation region
PF00860,CL0062,Permease family
PF00861,CL0267,"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast"
PF00862,CL0113,Sucrose synthase first GT-B domain
PF00863,CL0124,Peptidase family C4
PF00864,,ATP P2X receptor
PF00865,,Osteopontin
PF00866,CL0051,Ring hydroxylating beta subunit
PF00867,CL0464,XPG I-region
PF00868,CL0159,Transglutaminase family
PF00869,CL0543,"Flavivirus glycoprotein, central and dimerisation domains"
PF00870,CL0073,P53 DNA-binding domain
PF00871,CL0108,Acetokinase family
PF00872,CL0219,"Transposase, Mutator family"
PF00873,CL0322,AcrB/AcrD/AcrF family
PF00874,CL0166,PRD domain
PF00875,CL0039,DNA photolyase
PF00876,CL0375,Innexin
PF00877,CL0125,NlpC/P60 family
PF00878,CL0226,Cation-independent mannose-6-phosphate receptor repeat
PF00879,,Defensin propeptide
PF00880,,Nebulin repeat
PF00881,CL0529,Nitroreductase family
PF00882,CL0368,Zinc dependent phospholipase C
PF00883,CL0865,"Cytosol aminopeptidase family, catalytic domain"
PF00884,CL0088,Sulfatase
PF00885,,"6,7-dimethyl-8-ribityllumazine synthase"
PF00886,,Ribosomal protein S16
PF00887,CL0632,Acyl CoA binding protein
PF00888,CL0020,Cullin family
PF00889,,Elongation factor TS
PF00890,CL0063,FAD binding domain
PF00891,CL0063,O-methyltransferase domain
PF00892,CL0184,EamA-like transporter family
PF00893,CL0184,Small Multidrug Resistance protein
PF00894,CL0055,Luteovirus coat protein
PF00895,CL0255,ATP synthase protein 8
PF00897,,Orbivirus inner capsid protein VP7
PF00898,,Orbivirus outer capsid protein VP2
PF00899,CL0063,ThiF family
PF00900,CL0021,Ribosomal family S4e
PF00901,,Orbivirus outer capsid protein VP5
PF00902,,Sec-independent protein translocase protein (TatC)
PF00903,CL0104,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
PF00904,,Involucrin repeat
PF00905,CL0013,Penicillin binding protein transpeptidase domain
PF00906,,Hepatitis core antigen
PF00907,CL0073,T-box
PF00908,CL0029,"dTDP-4-dehydrorhamnose 3,5-epimerase"
PF00909,,Ammonium Transporter Family
PF00910,CL0023,RNA helicase
PF00912,CL0037,Transglycosylase
PF00913,,Trypanosome variant surface glycoprotein (A-type)
PF00915,CL0055,Calicivirus coat protein
PF00916,CL0062,Sulfate permease family
PF00917,CL0389,MATH domain
PF00918,,Gastrin/cholecystokinin family
PF00919,CL0304,Uncharacterized protein family UPF0004
PF00920,,Dihydroxy-acid/6-phosphogluconate dehydratase N-terminal
PF00921,,Borrelia lipoprotein
PF00922,,Vesiculovirus phosphoprotein
PF00923,CL0036,Transaldolase/Fructose-6-phosphate aldolase
PF00924,CL0010,"Mechanosensitive ion channel, beta-domain"
PF00925,,GTP cyclohydrolase II
PF00926,,"3,4-dihydroxy-2-butanone 4-phosphate synthase"
PF00927,CL0159,"Transglutaminase family, C-terminal ig like domain"
PF00928,CL0448,Adaptor complexes medium subunit family
PF00929,CL0219,Exonuclease
PF00930,CL0186,Dipeptidyl peptidase IV (DPP IV) N-terminal region
PF00931,CL0023,NB-ARC domain
PF00932,CL0159,Lamin Tail Domain
PF00933,CL0036,Glycosyl hydrolase family 3 N terminal domain
PF00934,CL0352,PE family
PF00935,CL0167,Ribosomal protein L44
PF00936,,BMC domain
PF00937,,Coronavirus nucleocapsid
PF00938,CL0835,Lipoprotein
PF00939,CL0182,Sodium:sulfate symporter transmembrane region
PF00940,,DNA-dependent RNA polymerase
PF00941,CL0077,FAD binding domain in molybdopterin dehydrogenase
PF00942,CL0203,Cellulose binding domain
PF00943,CL0159,Alphavirus E2 glycoprotein
PF00944,CL0124,Alphavirus core protein 
PF00945,CL0156,Rhabdovirus nucleocapsid protein
PF00946,,Mononegavirales RNA dependent RNA polymerase 
PF00947,CL0124,Picornavirus core protein 2A
PF00948,,Flavivirus non-structural Protein NS1 
PF00949,CL0124,"Peptidase S7, Flavivirus NS3 serine protease "
PF00950,CL0142,ABC 3 transport family
PF00951,,Arterivirus GL envelope glycoprotein
PF00952,,Bunyavirus nucleocapsid (N) protein
PF00953,,Glycosyl transferase family 4
PF00954,,S-locus glycoprotein domain
PF00955,CL0062,HCO3- transporter integral membrane domain
PF00956,,Nucleosome assembly protein (NAP)
PF00957,CL0445,Synaptobrevin
PF00958,,GMP synthase C terminal domain
PF00959,CL0037,Phage lysozyme
PF00960,CL0159,Neocarzinostatin family
PF00961,CL0324,LAGLIDADG endonuclease
PF00962,CL0036,Adenosine deaminase
PF00963,CL0203,Cohesin domain
PF00964,,Elicitin
PF00965,CL0353,Tissue inhibitor of metalloproteinase
PF00967,CL0199,Barwin family
PF00969,CL0343,"Class II histocompatibility antigen, beta domain"
PF00970,CL0105,Oxidoreductase FAD-binding domain
PF00971,,"EIAV coat protein, gp90"
PF00972,CL0027,"Flavivirus RNA-directed RNA polymerase, fingers and palm domains"
PF00973,CL0156,Paramyxovirus nucleocapsid protein
PF00974,,Rhabdovirus spike glycoprotein fusion domain
PF00975,CL0028,Thioesterase domain
PF00976,,Corticotropin ACTH domain
PF00977,CL0036,Histidine biosynthesis protein
PF00978,CL0027,RNA dependent RNA polymerase
PF00979,,"Reovirus outer capsid protein, Sigma 3"
PF00980,,Rotavirus major capsid protein VP6
PF00981,,Rotavirus RNA-binding Protein 53 (NS53)
PF00982,CL0113,Glycosyltransferase family 20
PF00983,CL0055,Tymovirus coat protein
PF00984,CL0106,"UDP-glucose/GDP-mannose dehydrogenase family, central domain"
PF00985,,Merozoite Surface Antigen 2 (MSA-2) family
PF00986,,"DNA gyrase B subunit, carboxyl terminus"
PF00988,CL0364,"Carbamoyl-phosphate synthase small chain, CPSase domain"
PF00989,CL0183,PAS fold
PF00990,CL0276,"Diguanylate cyclase, GGDEF domain"
PF00992,,Troponin
PF00993,CL0343,"Class II histocompatibility antigen, alpha domain"
PF00994,,Probable molybdopterin binding domain
PF00995,,Sec1 family
PF00996,CL0063,GDP dissociation inhibitor
PF00997,,Kappa casein
PF00998,CL0027,Viral RNA dependent RNA polymerase
PF00999,CL0064,"Sodium/hydrogen exchanger, transmembrane"
PF01000,,RNA polymerase Rpb3/RpoA insert domain
PF01001,,Hepatitis C virus non-structural protein NS4b
PF01002,,Flavivirus non-structural protein NS2B
PF01003,,Flavivirus capsid protein C
PF01004,,Flavivirus envelope glycoprotein M
PF01005,,Flavivirus non-structural protein NS2A
PF01006,,Hepatitis C virus non-structural protein NS4a
PF01007,CL0030,Inward rectifier potassium channel transmembrane domain
PF01008,CL0063,Initiation factor 2 subunit family
PF01010,,"NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus"
PF01011,CL0186,PQQ enzyme repeat
PF01012,CL0039,Electron transfer flavoprotein domain
PF01014,CL0334,Uricase
PF01015,,Ribosomal S3Ae family
PF01016,,Ribosomal L27 protein
PF01017,,"STAT transcription factor, coiled-coil domain"
PF01018,CL0762,GTP1/OBG
PF01019,CL0052,Gamma-glutamyltranspeptidase
PF01020,CL0167,Ribosomal L40e family
PF01021,CL0523,Ty transposon capsid protein
PF01022,CL0123,"Bacterial regulatory protein, arsR family"
PF01023,CL0220,S-100/ICaBP type calcium binding domain
PF01024,,Colicin pore forming domain
PF01025,,GrpE
PF01026,CL0036,TatD related DNase
PF01027,CL0453,Inhibitor of apoptosis-promoting Bax1
PF01028,CL0382,"Eukaryotic DNA topoisomerase I, catalytic core"
PF01029,CL0633,NusB family
PF01030,CL0022,Receptor L domain
PF01031,,Dynamin central region
PF01032,CL0142,FecCD transport family
PF01033,,Somatomedin B domain
PF01034,,Syndecan domain
PF01035,CL0123,"6-O-methylguanine DNA methyltransferase, DNA binding domain"
PF01036,CL0192,Bacteriorhodopsin-like protein
PF01037,CL0032,Lrp/AsnC ligand binding domain
PF01039,CL0127,Carboxyl transferase domain
PF01040,CL0613,UbiA prenyltransferase family
PF01041,CL0061,DegT/DnrJ/EryC1/StrS aminotransferase family
PF01042,CL0534,Endoribonuclease L-PSP
PF01043,CL0023,SecA preprotein cross-linking domain
PF01044,CL0705,Vinculin family
PF01047,CL0123,MarR family
PF01048,CL0408,Phosphorylase superfamily
PF01049,,"Cadherin, Y-type LIR-motif"
PF01050,CL0029,Mannose-6-phosphate isomerase C-terminal
PF01051,CL0123,"Initiator Replication protein, WH1"
PF01052,,Type III flagellar switch regulator (C-ring) FliN C-term
PF01053,CL0061,Cys/Met metabolism PLP-dependent enzyme
PF01054,,Mouse mammary tumour virus superantigen
PF01055,CL0036,Glycosyl hydrolases family 31 TIM-barrel domain
PF01056,,Myc amino-terminal region
PF01057,CL0023,Parvovirus non-structural protein NS1
PF01058,CL0304,"NADH ubiquinone oxidoreductase, 20 Kd subunit"
PF01059,,"NADH-ubiquinone oxidoreductase chain 4, amino terminus"
PF01060,CL0287,Transthyretin-like family
PF01061,CL0181,ABC-2 type transporter
PF01062,,"Bestrophin, RFP-TM, chloride channel"
PF01063,,Amino-transferase class IV
PF01064,CL0117,Activin types I and II receptor domain
PF01065,CL0611,"Hexon, adenovirus major coat protein, N-terminal domain"
PF01066,,CDP-alcohol phosphatidyltransferase
PF01067,CL0202,"Calpain large subunit, domain III"
PF01068,CL0179,ATP dependent DNA ligase domain
PF01070,CL0036,FMN-dependent dehydrogenase
PF01071,CL0179,"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain"
